CustomerID,Recency,Frequency,Monetary
986896,31,0.5,37500
981861,31,0.25,18750
351621,31,0.17,14166
555197,31,0.2,15000
237837,92,0.17,14166
356101,92,0.17,12500
546779,92,0.2,19000
622247,92,0.25,26250
914938,92,0.25,23750
631723,31,0.25,18750
988882,31,0.5,52500
525141,31,0.2,15000
715016,31,0.25,26250
397409,62,0.2,13000
543650,92,0.2,15000
699909,92,0.25,18750
280429,31,0.33,23333
970104,62,0.25,18750
757508,31,0.5,40000
576451,62,0.2,19000
920399,31,0.25,39772
364077,31,0.2,19000
724262,31,0.5,42500
980117,92,0.25,35795
326370,62,0.17,14166
411720,31,0.2,20000
839561,92,0.25,21250
471282,62,0.2,27000
778768,31,0.25,7500
971361,31,0.5,35000
553543,62,0.2,15000
933474,31,0.5,57500
631314,92,0.25,18750
877321,31,0.5,57500
797899,62,0.25,28750
949756,62,0.25,18750
177093,92,0.14,10714
377605,62,0.2,14000
384561,31,0.2,17000
959057,62,0.25,18750
885017,92,0.25,18750
673927,92,0.25,23750
945585,31,0.5,37500
903178,31,0.25,18750
959546,31,0.25,18750
575920,31,0.4,30000
679643,92,0.25,23750
513572,62,0.2,19000
315020,31,0.33,28333
419216,31,0.2,17000
776463,92,0.25,26250
1002092,31,0.25,18750
294869,92,0.17,14166
1037318,62,0.33,28333
1021247,31,0.25,23750
233554,31,0.33,36666
831054,62,0.25,21250
246898,92,0.17,12500
580396,62,0.2,14000
528496,62,0.2,15000
417303,92,0.2,22000
458019,31,0.2,15000
301220,31,0.17,12500
1041647,62,0.33,31666
711115,31,0.25,31250
188869,31,0.17,15000
335833,92,0.17,15833
740275,62,0.25,17500
1011891,62,0.25,26250
245719,62,0.17,20833
589159,31,0.4,25500
490089,31,0.2,15000
901527,31,0.25,26250
792126,31,0.25,31250
580683,92,0.2,15000
232942,31,0.33,35000
326447,62,0.17,17500
339517,31,0.33,25000
678296,62,0.25,18750
273511,92,0.17,15833
237295,62,0.33,17500
967899,92,0.25,23750
262725,92,0.17,12500
226413,31,0.17,14166
333135,92,0.17,12500
606438,31,0.2,18000
956303,92,0.25,18750
157961,31,0.29,32857
812273,92,0.25,18750
817952,92,0.25,26250
985594,31,0.25,18750
865240,31,0.25,21250
179304,62,0.14,10714
1047110,31,0.67,50000
454643,31,0.2,19000
928170,92,0.25,23750
917096,31,0.25,17419
636175,92,0.25,18750
711739,92,0.25,21250
529362,62,0.2,15000
922118,62,0.5,17500
979262,31,0.25,17500
329333,62,0.17,15833
897628,92,0.25,18750
994545,31,0.25,17500
1001910,92,0.25,23750
497777,92,0.2,15000
820838,31,0.25,18750
419962,62,0.2,15000
1025712,31,0.25,18750
937870,62,0.25,18750
1006057,92,0.25,18750
758865,31,0.25,18750
573297,31,0.4,30000
320164,92,0.17,12500
449291,92,0.2,14000
642808,31,0.25,21250
964404,62,0.25,17500
1007903,31,0.5,62500
90864,31,0.14,19285
935590,92,0.25,17500
973130,92,0.25,23750
522610,31,0.4,31000
1028851,92,0.25,18750
1046554,31,0.33,25000
264216,31,0.17,14166
682696,62,0.25,18750
872178,92,0.25,23750
804338,92,0.25,28750
769929,62,0.25,26250
332650,92,0.17,17500
836388,92,0.25,7500
414314,92,0.2,19000
184866,92,0.14,15000
762673,31,0.25,7500
100446,92,0.14,15000
318289,92,0.17,14166
384308,62,0.2,19000
768827,92,0.25,20000
928317,31,0.25,18750
277048,31,0.33,28333
828991,31,0.25,18750
262831,31,0.17,13333
556902,62,0.2,15000
854147,62,0.25,24772
656088,92,0.25,23750
597117,31,0.4,38000
958738,62,0.25,18750
897061,92,0.25,26250
955083,62,0.25,18750
620886,62,0.25,17500
351007,92,0.17,12500
465606,62,0.2,19000
759423,31,0.25,21250
907574,62,0.25,18750
964439,31,0.5,47500
422457,92,0.2,19000
636484,92,0.25,18750
1032684,92,0.25,23750
286823,62,0.17,12500
828625,92,0.25,31250
659398,62,0.25,23750
895213,31,0.25,23750
617278,31,0.25,18750
587248,62,0.2,15000
441982,31,0.2,31818
786940,92,0.25,41250
1012634,62,0.25,31250
326602,92,0.17,23863
878015,31,0.5,52500
419628,92,0.2,15000
605916,31,0.4,38000
336284,62,0.17,12500
278381,92,0.17,14166
899506,62,0.25,18750
666993,92,0.25,18750
862322,62,0.25,23750
946195,31,0.25,17500
716260,92,0.25,21250
1020946,92,0.25,18750
313049,31,0.17,12500
275004,92,0.17,15833
574101,62,0.2,21000
595237,31,0.2,23000
472877,62,0.2,14000
617162,31,0.25,21250
759671,92,0.25,21250
867424,92,0.25,26250
410355,92,0.2,18000
732901,62,0.25,23750
764918,62,0.25,21250
997269,62,0.25,23750
283720,92,0.17,17500
515037,31,0.2,19000
1027908,62,0.5,43295
911215,92,0.25,18750
876346,62,0.25,2742
429599,62,0.4,42636
286325,62,0.17,17500
643245,92,0.25,23750
408084,31,0.2,23000
700824,62,0.25,21250
354843,92,0.17,17500
830494,31,0.5,47500
898533,31,0.5,42500
711157,92,0.25,18750
882967,92,0.25,18750
471822,62,0.2,15000
833221,31,0.5,57500
284832,62,0.33,47348
238552,92,0.17,11666
642674,31,0.25,23750
618814,31,0.25,23750
774158,92,0.25,26250
1029356,62,0.25,18750
244764,62,0.17,11666
353561,62,0.17,14166
993561,31,0.25,18750
900950,92,0.25,7500
966417,62,0.25,23750
743561,62,0.25,18750
784544,62,0.25,21250
251828,31,0.17,15833
501888,92,0.2,15000
335453,31,0.17,12500
338341,92,0.17,17500
547879,31,0.2,19000
663796,92,0.25,18750
732235,62,0.25,16250
263912,31,0.17,8333
444957,92,0.2,21000
1026116,62,0.25,18750
337760,31,0.17,12500
390537,92,0.2,14000
354356,92,0.17,17500
975008,31,0.5,37500
684281,92,0.25,18750
253402,92,0.17,17500
791739,31,0.25,23750
507558,62,0.4,46818
300630,62,0.17,12500
501551,62,0.2,15000
840484,31,0.25,18750
255196,31,0.17,15833
445305,92,0.2,15000
875548,62,0.25,18750
848999,62,0.25,36250
363076,85,0.17,5833
523377,62,0.2,15000
543529,92,0.2,15000
532585,31,0.2,15000
228322,92,0.17,14091
800954,31,0.25,23750
424874,92,0.2,19000
1017580,62,0.25,18750
802582,92,0.25,28750
465524,31,0.2,17000
435802,92,0.2,15000
432389,92,0.2,19000
376283,31,0.4,36000
696708,92,0.25,18750
395500,31,0.4,40000
792946,92,0.25,21250
918742,92,0.25,18750
821664,31,0.25,18750
410457,31,0.2,15000
631566,62,0.25,17500
427971,92,0.2,23000
957489,92,0.25,18750
95630,92,0.14,12142
916686,62,0.25,18750
949057,62,0.25,23750
209702,31,0.17,14166
274535,31,0.17,14166
813411,62,0.25,31250
594630,92,0.2,15000
1019359,62,0.25,18750
253027,31,0.17,14166
319370,62,0.17,14166
830772,31,0.5,47500
857753,62,0.25,21250
888398,92,0.25,21250
123453,62,0.14,13571
434100,31,0.2,17000
138945,62,0.14,16428
870821,92,0.25,18750
593088,31,0.4,30000
1007740,31,0.5,37500
329858,62,0.17,15833
832763,31,0.25,18750
336659,62,0.17,8333
667077,31,0.5,37500
182102,92,0.14,10714
667045,31,0.5,37500
370857,31,0.2,15000
861270,31,0.5,45000
928089,31,0.25,28750
997778,92,0.25,17500
545640,62,0.2,15000
594270,31,0.4,28000
450902,31,0.2,21000
521543,62,0.2,19000
532503,62,0.2,15000
955892,92,0.25,23750
280553,31,0.17,12500
219819,92,0.17,17500
939386,31,0.25,21250
706501,31,0.25,18750
906133,62,0.25,26250
846703,62,0.25,18750
896772,62,0.25,18750
622476,31,0.25,18750
904508,92,0.25,21250
562507,31,0.2,14000
911853,31,0.25,23750
157039,92,0.14,12142
551369,31,0.2,15000
891236,31,0.25,23750
975391,62,0.25,23750
304105,31,0.17,11666
578395,62,0.2,15000
464228,31,0.2,19000
817293,92,0.25,23750
973194,62,0.25,18750
412459,31,0.2,13000
613084,31,0.25,18750
303194,31,0.17,15833
543511,92,0.2,15000
391279,62,0.2,17000
582479,92,0.2,19000
860596,31,0.25,18750
213284,62,0.17,14166
846634,31,0.25,23750
655569,62,0.25,21250
441782,62,0.2,19000
882541,62,0.25,21250
652193,92,0.25,26250
668458,31,0.5,37500
446850,31,0.2,14000
671059,62,0.25,8750
570100,31,0.2,15000
377281,31,0.2,14000
1047062,92,0.33,38333
255902,31,0.17,17500
653997,31,0.25,15000
938189,31,0.25,27500
295232,62,0.17,17500
232929,31,0.17,11666
741581,31,0.25,25000
399708,62,0.2,21000
262012,62,0.17,17500
495967,31,0.2,15000
1018515,31,0.5,37500
1042952,62,0.33,25000
827652,31,0.5,37500
201781,92,0.17,12500
754053,31,0.25,33750
882520,62,0.25,28750
559092,92,0.2,19000
641427,92,0.25,23750
344943,62,0.17,19166
578597,92,0.2,14000
169163,31,0.29,24285
724182,62,0.25,17500
854426,31,0.25,31250
928344,92,0.25,28750
738471,92,0.25,18750
777690,62,0.25,26250
949860,31,0.25,18750
678331,62,0.25,17500
225292,31,0.17,24166
498522,92,0.2,15000
413137,31,0.2,17000
308480,62,0.17,17500
1037313,31,0.33,25000
268071,92,0.17,14166
558140,92,0.2,15000
826415,92,0.25,21250
972982,31,0.25,18750
746782,31,0.25,26250
510968,92,0.2,6000
239991,26,0.33,40681
744524,92,0.25,26250
245893,92,0.17,12500
788384,92,0.25,18750
167539,62,0.14,16428
300569,31,0.17,15833
654336,92,0.25,26250
836817,62,0.25,28750
424546,31,0.4,30000
765471,31,0.25,23750
539025,31,0.2,19000
150978,92,0.14,12142
341476,92,0.17,14166
998973,31,0.25,23750
764324,62,0.25,18750
832835,92,0.25,17500
424616,62,0.2,15000
1044989,62,0.33,35000
176236,92,0.14,10714
949759,31,0.5,37500
171548,92,0.14,12142
980120,92,0.25,18750
94473,92,0.14,15000
434426,92,0.2,17000
320394,92,0.17,17500
984045,92,0.25,7500
393230,92,0.2,17000
784884,92,0.25,35795
576161,31,0.4,28000
951533,31,0.25,18750
612524,92,0.25,18750
941798,92,0.25,18750
542828,62,0.2,31818
249914,92,0.17,14166
1013175,92,0.25,17500
671881,62,0.25,17500
941322,92,0.25,26250
760810,31,0.25,20000
696706,62,0.25,18750
385408,31,0.4,21000
332594,92,0.17,15833
472050,92,0.2,21000
247603,62,0.17,17500
652617,92,0.25,21250
893288,62,0.25,23750
450317,31,0.4,34000
1021477,31,0.25,23750
1014101,62,0.25,31818
200441,31,0.17,10833
817438,92,0.25,23750
729272,31,0.25,26250
805602,62,0.25,33750
783599,92,0.25,26250
150369,31,0.14,13571
914627,31,0.25,18750
590750,31,0.2,19000
961395,92,0.25,18750
922595,62,0.25,18750
595424,31,0.4,30000
833894,31,0.5,42500
614217,92,0.25,18750
636287,31,0.25,18750
387169,92,0.2,25454
344772,31,0.17,15833
192106,31,0.17,21212
445675,31,0.2,17000
560961,92,0.2,15000
685121,62,0.25,23750
809688,92,0.25,18750
582081,92,0.2,27000
842624,31,0.25,18750
186890,31,0.5,51515
937726,31,0.25,18750
965002,31,0.25,18750
803335,62,0.25,23750
953177,92,0.25,23750
940632,62,0.25,18750
137927,92,0.14,13571
325912,62,0.17,17500
557615,31,0.4,36000
908105,92,0.25,18750
353683,62,0.17,14166
857246,92,0.25,18750
870966,31,0.25,31250
659217,31,0.25,26250
1012676,62,0.25,18750
255760,31,0.17,14166
992163,62,0.25,26250
422493,62,0.2,14000
529967,31,0.4,38000
667235,62,0.25,18750
870854,31,0.25,18750
439506,62,0.2,13000
379297,92,0.2,17000
833514,92,0.25,18750
1016982,92,0.25,23750
243103,31,0.17,17500
130761,62,0.14,17857
357835,92,0.17,12500
265666,31,0.17,19166
377849,92,0.2,16000
275413,92,0.17,17500
854386,62,0.25,23750
921724,31,0.25,18750
818092,31,0.25,23750
804425,31,0.25,22500
936411,62,0.25,18750
565994,31,0.4,54818
943071,92,0.25,18750
214555,62,0.17,14166
977429,31,0.5,37500
433417,62,0.2,17000
715620,31,0.25,26250
915375,62,0.25,23750
931602,31,0.5,37500
246024,92,0.17,17500
954714,31,0.25,18750
424708,31,0.2,15000
243203,31,0.5,68863
861613,62,0.25,18750
927685,31,0.25,23750
352444,92,0.17,14166
352432,31,0.17,14166
686569,31,0.25,18750
796220,62,0.25,22500
795116,92,0.25,23750
442654,62,0.2,23000
759131,92,0.25,21250
328794,31,0.33,28333
910688,31,0.25,18750
963033,31,0.5,37500
671462,31,0.5,37500
246280,31,0.17,20833
730169,62,0.25,21250
604284,92,0.2,19000
810567,92,0.25,4958
945041,31,0.25,28750
848195,62,0.25,28750
380701,31,0.2,17000
532862,92,0.2,21000
996349,92,0.25,12500
571712,31,0.2,15000
327760,31,0.33,31666
665248,62,0.25,18750
445614,31,0.2,15000
1026640,31,0.25,39772
575459,31,0.4,38000
469313,62,0.2,19000
255664,62,0.17,14166
581024,62,0.2,15000
830424,31,0.75,48750
402833,62,0.2,17000
904576,31,0.25,18750
664158,62,0.25,17500
310352,92,0.17,12500
247079,62,0.17,11666
990954,31,0.25,18750
741868,62,0.25,23750
399177,92,0.2,14000
776299,31,0.25,17500
735763,62,0.25,21250
471373,92,0.2,27000
279184,31,0.33,28333
160612,31,0.14,10714
523291,92,0.2,21000
649564,92,0.25,18750
194912,92,0.17,23863
278000,92,0.17,12500
588253,31,0.2,31818
820501,31,0.5,35000
874052,31,0.5,72500
227184,62,0.17,17500
248906,31,0.17,15000
343971,62,0.33,14500
956920,92,0.25,18750
910490,92,0.25,18750
670082,31,0.25,23750
1034624,62,0.25,7500
467141,62,0.2,15000
826054,31,0.5,37500
796739,31,0.25,23750
861462,92,0.25,31250
890840,31,0.5,37500
976120,92,0.25,26250
879795,31,0.25,26250
143971,31,0.29,30000
122246,92,0.14,15000
934705,92,0.25,18750
1008821,31,0.25,23750
777195,92,0.25,26250
875172,92,0.25,26250
430707,62,0.2,15000
816734,31,0.25,23750
908214,31,0.25,28750
930952,92,0.25,18750
746765,92,0.25,21250
903434,31,0.25,36250
451024,92,0.2,23000
535228,62,0.2,15000
314615,92,0.17,14166
503564,62,0.2,19000
1031587,62,0.25,17500
188094,92,0.17,20833
980759,92,0.25,23750
327479,62,0.17,15833
676532,92,0.25,18750
587608,62,0.2,15000
958858,31,0.25,18750
487407,92,0.2,21000
855395,92,0.25,26250
322972,31,0.33,35000
598779,62,0.2,15000
990094,62,0.25,18750
595126,31,0.2,15000
935013,31,0.5,37500
566364,92,0.2,14000
992598,92,0.25,33750
985227,31,0.25,26250
1045310,31,0.67,50000
897530,62,0.25,21250
719928,31,0.5,72500
514812,62,0.2,15000
430487,31,0.2,15000
888789,62,0.25,18750
208632,31,0.33,28333
601143,62,0.2,19000
1031787,31,0.25,18750
984674,92,0.25,18750
178533,92,0.14,10714
791434,31,0.25,21250
1027804,31,0.25,26250
346782,62,0.17,11666
736782,31,0.25,21250
807496,62,0.25,23750
944817,62,0.25,23750
902765,31,0.25,23750
476196,62,0.2,15000
774330,31,0.25,26250
401328,31,0.4,26000
545079,31,0.2,19000
1005605,31,0.5,42500
788509,31,0.25,12500
334179,31,0.17,12500
391298,31,0.2,13000
833451,31,0.25,15000
173943,92,0.14,12142
405646,31,0.2,18000
884413,31,0.25,23750
828856,62,0.25,18750
806888,92,0.25,18750
745378,62,0.25,26250
1030523,31,0.5,37500
861957,92,0.25,18750
741308,92,0.25,18750
800807,92,0.25,18750
1039409,92,0.33,25000
976448,92,0.25,18750
538713,92,0.2,15000
439218,62,0.2,21000
565777,31,0.2,14000
794898,92,0.25,23750
762684,31,0.5,42500
325810,92,0.17,11666
277239,31,0.33,31666
640360,62,0.25,21250
702839,62,0.25,18750
994987,62,0.25,17500
380465,62,0.2,15000
544268,31,0.4,39636
864414,92,0.25,17500
212915,92,0.17,12500
389148,92,0.2,14000
446823,62,0.2,18000
199032,92,0.17,14166
666024,31,0.5,37500
679948,62,0.25,18750
781558,31,0.5,37500
567522,31,0.2,19000
477858,31,0.2,15000
700115,62,0.25,18750
227711,92,0.17,17500
643975,62,0.25,18750
851362,31,0.5,47500
1007025,92,0.25,18750
984839,31,0.25,18750
994976,62,0.25,26250
517095,92,0.2,21000
808549,62,0.25,21250
855904,92,0.25,26250
1025092,62,0.25,18750
228088,62,0.17,17500
872203,31,0.25,22500
879988,92,0.25,28750
403597,62,0.2,17000
1013055,92,0.25,23750
549443,31,0.4,38000
1048125,92,0.33,25000
623075,92,0.25,18750
1007669,31,0.25,26250
695656,92,0.25,23750
828322,92,0.25,18750
98821,92,0.14,11428
507848,62,0.2,15000
956935,31,0.25,23750
777311,31,0.25,21250
293771,31,0.33,25000
887434,31,0.25,18750
680451,92,0.25,18750
890632,31,0.5,37500
353077,92,0.17,11666
1015659,62,0.25,18750
622574,31,0.5,37500
845536,92,0.25,23750
560796,31,0.2,15000
1003924,92,0.25,18750
812663,92,0.25,18750
763745,31,0.25,21250
366343,62,0.2,17000
708845,31,0.25,26250
395906,92,0.2,15000
750607,92,0.25,26250
716047,92,0.25,18750
846712,62,0.25,18750
769597,92,0.25,23750
249482,31,0.17,14166
918522,62,0.25,28750
654066,92,0.25,18750
901184,31,0.25,18750
311765,62,0.17,11666
841731,92,0.25,23750
1013776,31,0.5,47500
1031321,31,0.25,28750
946972,92,0.25,18750
961588,92,0.25,23750
523205,31,0.2,15000
130443,31,0.14,12142
877623,31,0.25,21250
1026611,62,0.25,18750
672066,31,0.5,17500
100352,31,0.14,18181
519733,62,0.2,14000
271519,31,0.17,12500
242001,31,0.5,33863
368935,92,0.2,19000
1029306,62,0.25,23750
287220,62,0.17,17500
702567,31,0.25,21250
113290,31,0.14,17857
898979,31,0.5,79545
386254,31,0.4,34000
702359,31,0.25,21250
292042,62,0.17,12500
289869,92,0.17,17500
422373,62,0.2,15000
1005688,62,0.25,23750
220660,62,0.17,13333
764385,31,0.25,18145
943661,31,0.25,18750
360186,31,0.17,15833
317670,92,0.17,24166
298453,62,0.17,12500
387463,31,0.2,11000
373613,31,0.2,17000
691725,62,0.25,18750
1019570,92,0.25,17500
488486,62,0.2,16000
906893,92,0.25,21250
1019113,62,0.25,21250
378949,31,0.2,4516
97870,62,0.14,16428
211697,62,0.17,24166
890721,92,0.25,26250
978233,92,0.25,25000
410447,92,0.2,14000
670226,62,0.25,23750
656037,92,0.25,18750
1035246,92,0.25,23750
465686,92,0.2,17000
827879,31,0.5,47500
389316,62,0.2,13000
734642,31,0.25,21250
223850,92,0.17,12500
552504,92,0.2,17000
579058,62,0.2,15000
730780,62,0.25,26250
982510,62,0.25,18750
594289,62,0.2,15000
645248,92,0.25,18750
990666,92,0.25,17500
220629,62,0.17,15833
753156,62,0.25,36250
345332,92,0.17,14166
750590,62,0.25,15121
1002729,31,0.25,18750
604466,31,0.2,19000
645369,31,0.25,18750
757665,62,0.25,18750
781335,92,0.25,21250
464172,31,0.2,15000
896266,31,0.25,21250
549705,92,0.2,19000
952410,92,0.25,12500
130117,31,0.29,42013
918879,62,0.25,18750
985912,92,0.25,18750
1024603,62,0.25,23750
437992,92,0.2,19000
575536,31,0.2,23000
1039702,62,0.33,25000
549145,92,0.2,14000
852410,62,0.25,26250
982410,62,0.25,18750
490500,31,0.4,21000
517789,31,0.2,17000
434079,31,0.2,13000
482377,31,0.2,19000
1037168,62,0.33,25000
759265,62,0.25,18750
737483,92,0.25,26250
834171,31,0.25,27500
759086,92,0.25,26250
412796,92,0.2,14000
918161,62,0.25,18750
901813,62,0.25,18750
260014,21,0.17,7903
172283,62,0.14,13571
714883,31,0.25,25000
688725,62,0.25,18750
756814,92,0.25,26250
513788,92,0.2,19000
652185,92,0.25,18750
998037,31,0.25,17500
408827,92,0.2,18000
187336,92,0.17,17500
660964,92,0.25,18750
855481,31,0.25,18750
488310,31,0.4,30000
487641,92,0.2,19000
780696,92,0.25,23750
947630,92,0.25,18750
905769,62,0.25,39772
370860,92,0.2,19000
1016077,31,0.25,23750
616372,92,0.25,18750
771792,31,0.25,26250
995818,31,0.25,23750
333218,62,0.17,15833
531382,31,0.2,15000
195088,62,0.17,17500
718167,92,0.25,18750
779851,62,0.25,21250
933769,31,0.25,26250
325636,92,0.17,14166
1010215,92,0.25,26250
544420,92,0.2,19000
370041,31,0.2,21000
596152,92,0.2,23000
615946,92,0.25,18750
520582,62,0.2,14000
1010933,62,0.25,18750
773922,62,0.25,23750
884893,62,0.25,23750
643818,62,0.25,21250
840954,92,0.25,18750
645173,92,0.25,18750
489873,62,0.2,31818
1025922,92,0.25,26250
927710,31,0.25,18750
346783,31,0.33,25000
503211,31,0.2,16000
550724,31,0.4,46000
351067,31,0.17,17500
757487,92,0.25,7500
591147,92,0.2,15000
229823,31,0.17,17500
503705,62,0.2,16000
347854,62,0.17,12500
300784,92,0.17,14166
988189,62,0.25,17500
668808,92,0.25,18750
910210,92,0.25,18750
971695,31,0.5,37500
948894,92,0.25,23750
238580,62,0.17,14166
700703,62,0.25,26250
433211,31,0.4,34000
897409,18,0.5,64545
1024163,92,0.25,18750
935682,92,0.25,23750
325870,92,0.17,15833
403100,31,0.4,28000
561032,31,0.4,30000
899800,31,0.25,36250
849042,31,0.5,52500
977822,62,0.25,31250
743271,62,0.25,18750
941286,62,0.25,23750
576425,62,0.2,15000
469841,62,0.2,21000
609546,92,0.2,19000
891579,92,0.25,23750
997307,31,0.25,18750
846706,31,0.75,88295
372898,62,0.2,16000
648201,31,0.25,18750
836004,92,0.25,17500
503687,62,0.2,15000
820033,92,0.25,21250
659792,92,0.25,18750
852996,92,0.25,17500
432728,92,0.2,19000
403571,92,0.2,28636
464581,62,0.2,19000
586492,62,0.2,15000
662394,62,0.25,23750
931769,92,0.25,23750
603849,31,0.4,38000
675634,92,0.25,28750
149788,92,0.14,10000
977871,62,0.25,28750
398891,92,0.2,14000
360485,62,0.17,12500
547591,62,0.2,15000
773626,62,0.25,18750
592435,62,0.2,15000
380127,31,0.4,30000
551772,92,0.2,19000
305200,92,0.17,12500
518415,31,0.4,30000
494227,92,0.2,15000
437689,92,0.2,15000
574979,31,0.2,15000
971118,92,0.25,24772
758436,31,0.25,17500
259769,62,0.17,11666
426020,92,0.2,13000
759342,31,0.25,18750
758587,92,0.25,21250
1018270,92,0.25,23750
1005191,62,0.25,26250
512571,62,0.2,15000
465866,31,0.4,34000
819527,92,0.25,21250
382348,92,0.2,20000
555384,92,0.2,19000
541293,31,0.2,15000
366804,92,0.2,17000
414573,31,0.2,15000
572381,62,0.2,15000
1038452,62,0.33,38333
687580,92,0.25,31250
331745,31,0.33,35000
329814,92,0.17,14166
579142,92,0.2,15000
694464,31,0.25,23750
821895,62,0.25,23750
910454,92,0.25,26250
359325,62,0.17,14166
912467,92,0.25,18750
760691,31,0.25,18750
726073,62,0.25,21250
278616,31,0.17,12500
482281,92,0.2,14000
381368,31,0.2,17000
252156,31,0.17,12500
604844,62,0.2,15000
738084,92,0.25,23750
449407,92,0.2,15000
496809,62,0.2,15000
207074,92,0.17,14166
766895,31,0.25,18750
619835,92,0.25,17500
375089,62,0.2,21000
271530,92,0.17,23863
923132,31,0.5,52500
962897,62,0.25,23750
87395,92,0.14,20454
429592,62,0.2,17000
730731,31,0.5,37500
501568,92,0.2,25000
257725,31,0.33,28333
470871,92,0.2,17000
404086,62,0.2,14000
666431,31,0.25,45000
536298,31,0.2,15000
689355,92,0.25,5833
963945,62,0.25,18750
180680,31,0.29,22857
829957,31,0.5,30000
277556,92,0.17,14166
465511,62,0.2,15000
751544,92,0.25,18750
217847,31,0.33,23333
483508,92,0.2,19000
393279,62,0.2,17000
729005,92,0.25,28750
619033,92,0.25,9000
791164,62,0.25,21250
950765,31,0.25,23750
193877,92,0.17,12500
358020,62,0.17,11666
766525,31,0.25,21250
889186,62,0.25,26250
369031,92,0.2,17000
402918,31,0.2,17000
897434,92,0.25,21250
945555,92,0.25,18750
419739,62,0.2,19000
567193,92,0.2,15000
496456,92,0.2,15000
1044797,31,0.33,28333
559577,62,0.2,21000
922108,92,0.25,7500
991106,62,0.25,23750
357900,92,0.17,12500
865935,92,0.25,21250
1011531,92,0.25,23750
471768,31,0.4,38000
809974,31,0.5,47500
192398,92,0.17,12500
995627,31,0.25,17500
722508,31,0.25,23750
667598,62,0.25,39772
681149,31,0.5,37500
775221,92,0.25,36250
542417,92,0.2,15000
860195,92,0.25,23750
937076,92,0.25,18750
1045630,92,0.33,28333
809144,31,0.25,26250
841222,92,0.25,18750
389297,31,0.2,14000
974034,31,0.25,26250
402253,62,0.2,17000
985876,62,0.25,17500
197355,62,0.17,15833
912926,31,0.5,21250
972371,62,0.25,28750
861236,31,0.5,35282
612775,62,0.25,18750
231624,31,0.17,17500
293899,31,0.17,15833
1034052,92,0.25,28750
582737,92,0.2,15000
514614,92,0.2,15000
893350,31,0.25,18750
401771,31,0.2,14000
413025,62,0.2,13000
485981,92,0.2,15000
605637,31,0.2,19000
849243,62,0.25,31818
456125,92,0.2,18000
855106,62,0.25,18750
312263,62,0.17,26515
1011238,31,0.25,23750
733536,31,0.25,26250
579307,92,0.2,15000
548080,92,0.2,15000
523371,62,0.2,19000
924508,31,0.25,18750
1012420,92,0.25,26250
488908,31,0.2,21818
321457,31,0.33,28333
129520,62,0.14,12142
662035,92,0.25,18750
976369,92,0.25,18750
274777,31,0.17,15833
680999,62,0.25,28750
841403,62,0.25,18750
684569,62,0.25,21250
391317,92,0.2,15000
95462,62,0.14,15000
914328,92,0.25,18750
777935,62,0.25,27500
681263,92,0.25,21250
693995,31,0.25,18750
351462,62,0.17,19166
471247,92,0.2,17000
973665,31,0.25,12500
991959,62,0.25,26250
812394,31,0.25,18750
325992,92,0.17,15833
754985,31,0.25,28750
269744,92,0.17,14166
1038942,31,0.33,25000
792103,62,0.25,31250
750933,31,0.5,52500
941866,92,0.25,18750
226562,31,0.33,28333
246252,31,0.17,12500
624799,31,0.5,47500
404780,92,0.2,21000
591888,92,0.2,17000
857865,62,0.25,23750
987802,92,0.25,18750
1022970,92,0.5,54545
348132,62,0.17,12500
649975,62,0.25,22500
729968,31,0.25,26250
320165,31,0.17,20833
549185,92,0.2,23000
583735,92,0.2,19000
954099,92,0.25,26250
459473,62,0.2,15000
814617,31,0.25,23750
454903,92,0.2,15000
1020089,62,0.25,17500
799431,31,0.25,23750
980802,92,0.25,18750
309827,92,0.17,12500
392188,92,0.2,14000
334283,62,0.17,12500
626823,92,0.25,18750
911791,31,0.25,18750
503742,31,0.2,15000
185880,31,0.14,10714
303441,92,0.17,15833
415637,62,0.2,19000
954882,31,0.25,18750
976881,31,0.5,37500
1000683,31,0.25,18750
633352,31,0.25,23750
211658,31,0.17,15833
568874,31,0.2,19000
923493,31,0.25,26250
1030412,31,0.25,18750
215105,31,0.5,54848
230961,62,0.17,12500
736288,62,0.25,21250
368541,31,0.2,21000
911982,62,0.25,20000
724880,92,0.25,18750
662553,92,0.25,21250
631662,92,0.25,18750
1014543,62,0.25,18750
386397,62,0.2,31818
681249,31,0.5,37500
607631,92,0.2,15000
228135,92,0.17,14166
908293,31,0.25,27272
587597,31,0.2,19000
761025,92,0.25,23750
972566,31,0.25,18750
470539,62,0.2,15000
546441,31,0.2,15000
416657,92,0.2,10000
655928,92,0.25,7500
775896,92,0.25,21250
554527,31,0.2,19000
709041,62,0.25,39772
559163,31,0.2,19000
466647,62,0.2,31818
731872,92,0.25,26250
838975,92,0.25,26250
279867,92,0.17,17500
790683,92,0.25,17500
499735,62,0.2,17000
969698,62,0.25,18750
901117,31,0.25,26250
901986,62,0.5,59545
276789,31,0.33,31666
929913,92,0.25,18750
886941,31,0.5,47500
329785,31,0.17,13333
457800,31,0.2,14000
412227,62,0.2,14000
736265,92,0.25,18750
818302,92,0.25,28750
854275,92,0.25,28750
804802,92,0.25,21250
940524,92,0.25,35795
384986,31,0.2,17000
866250,92,0.25,26250
815060,92,0.25,23750
1026577,92,0.25,18750
358787,92,0.17,17500
628484,92,0.25,33750
